name,position,overall rating,club,country,defending rating,def_awareness_rating,interceptions,url,comp
Sebastian Polter,ST,69,VfL Bochum,Germany,28,15,30,https://www.futbin.com/22/player/2457/sebastian-polter,FIFA Men's World Cup
Niko Gießelmann,LB,69,Union Berlin,Germany,66,65,66,https://www.futbin.com/22/player/4372/niko-gieelmann,FIFA Men's World Cup
Benno Schmitz,RB,69,1. FC Köln,Germany,69,69,70,https://www.futbin.com/22/player/5999/benno-schmitz,FIFA Men's World Cup
Justin Hoogma,CB,69,Greuther Fürth,Netherlands,69,68,70,https://www.futbin.com/22/player/7578/justin-hoogma,FIFA Men's World Cup
Keita Endo,LM,69,Union Berlin,Japan,47,40,36,https://www.futbin.com/22/player/7823/keita-endo,FIFA Men's World Cup
Noah Joel Sarenren Bazee,RM,69,FC Augsburg,Nigeria,29,22,31,https://www.futbin.com/22/player/8000/noah-joel-sarenren-bazee,FIFA Men's World Cup
Lennart Czyborra,LWB,69,Bielefeld,Germany,61,57,68,https://www.futbin.com/22/player/10687/lennart-czyborra,FIFA Men's World Cup
Maximilian Bauer,CB,69,Greuther Fürth,Germany,70,70,69,https://www.futbin.com/22/player/10812/maximilian-bauer,FIFA Men's World Cup
Luca Kilian,CB,69,1. FC Köln,Germany,69,68,64,https://www.futbin.com/22/player/11654/luca-kilian,FIFA Men's World Cup
Kouadio Manu Koné,CM,69,M'gladbach,France,63,56,62,https://www.futbin.com/22/player/11656/kouadio-manu-kone,FIFA Men's World Cup
Mateo Klimowicz,CF,69,VfB Stuttgart,Germany,31,35,22,https://www.futbin.com/22/player/11796/mateo-klimowicz,FIFA Men's World Cup
Herbert Bockhorn,RM,69,VfL Bochum,Uganda,64,64,64,https://www.futbin.com/22/player/12001/herbert-bockhorn,FIFA Men's World Cup
David Nemeth,CB,69,1. FSV Mainz 05,Austria,70,70,71,https://www.futbin.com/22/player/12080/david-nemeth,FIFA Men's World Cup
Andrés Andrade,CB,69,Bielefeld,Panama,68,67,72,https://www.futbin.com/22/player/12207/andres-andrade,FIFA Men's World Cup
Márton Dárdai,CB,69,Hertha Berlin,Germany,71,68,75,https://www.futbin.com/22/player/13140/marton-dardai,FIFA Men's World Cup
Anton Stach,CDM,69,1. FSV Mainz 05,Germany,64,62,64,https://www.futbin.com/22/player/13254/anton-stach,FIFA Men's World Cup
Guilherme Magro Pires Ramos,CB,69,Bielefeld,Portugal,69,68,68,https://www.futbin.com/22/player/21039/guilherme-ramos,FIFA Men's World Cup
Youssoufa Moukoko,ST,69,Dortmund,Germany,32,29,29,https://www.futbin.com/22/player/22152/youssoufa-moukoko,FIFA Men's World Cup
Hugo Siquet,RB,69,SC Freiburg,Belgium,63,60,62,https://www.futbin.com/22/player/22686/hugo-siquet,FIFA Men's World Cup
Lennart Grill,GK,69,Leverkusen,Germany,11,10,8,https://www.futbin.com/22/player/23050/lennart-grill,FIFA Men's World Cup
Maximilian Bauer,CB,69,FC Augsburg,Germany,70,70,69,https://www.futbin.com/22/player/26558/maximilian-bauer,FIFA Men's World Cup
Lennart Grill,GK,69,Union Berlin,Germany,11,10,8,https://www.futbin.com/22/player/26661/lennart-grill,FIFA Men's World Cup
Oussama Haddadi,LB,69,Greuther Fürth,Tunisia,66,62,68,https://www.futbin.com/22/player/26863/oussama-haddadi,FIFA Men's World Cup
Tim Skarke,RM,69,Union Berlin,Germany,37,31,37,https://www.futbin.com/22/player/27310/tim-skarke,FIFA Men's World Cup
Nils Körber,GK,68,Hertha Berlin,Germany,13,9,14,https://www.futbin.com/22/player/5518/nils-korber,FIFA Men's World Cup
Jacob Barrett Laursen,LB,68,Bielefeld,Denmark,66,67,60,https://www.futbin.com/22/player/5525/jacob-barrett-laursen,FIFA Men's World Cup
Fabian Bredlow,GK,68,VfB Stuttgart,Germany,12,15,11,https://www.futbin.com/22/player/6143/fabian-bredlow,FIFA Men's World Cup
Gideon Jung,CB,68,Greuther Fürth,Germany,69,70,69,https://www.futbin.com/22/player/6177/gideon-jung,FIFA Men's World Cup
Max Christiansen,CDM,68,Greuther Fürth,Germany,64,63,67,https://www.futbin.com/22/player/6759/max-christiansen,FIFA Men's World Cup
Mads Pedersen,LB,68,FC Augsburg,Denmark,60,60,61,https://www.futbin.com/22/player/7230/mads-pedersen,FIFA Men's World Cup
Julian Ryerson,RB,68,Union Berlin,Norway,65,64,63,https://www.futbin.com/22/player/7286/julian-ryerson,FIFA Men's World Cup
Miloš Pantović,RM,68,VfL Bochum,Serbia,39,40,29,https://www.futbin.com/22/player/7485/milos-pantovic,FIFA Men's World Cup
Niklas Hauptmann,CM,68,1. FC Köln,Germany,57,65,51,https://www.futbin.com/22/player/8185/niklas-hauptmann,FIFA Men's World Cup
Ragnar Ache,ST,68,Frankfurt,Germany,28,31,17,https://www.futbin.com/22/player/8386/ragnar-ache,FIFA Men's World Cup
Silvère Ganvoula,ST,68,VfL Bochum,Congo,26,23,21,https://www.futbin.com/22/player/8417/silvere-ganvoula,FIFA Men's World Cup
Hans Nunoo Sarpei,CDM,68,Greuther Fürth,Ghana,66,65,64,https://www.futbin.com/22/player/8451/hans-nunoo-sarpei,FIFA Men's World Cup
Luca Itter,LB,68,Greuther Fürth,Germany,66,67,64,https://www.futbin.com/22/player/8753/luca-itter,FIFA Men's World Cup
Kingsley Schindler,RM,68,1. FC Köln,Ghana,52,52,50,https://www.futbin.com/22/player/9109/kingsley-schindler,FIFA Men's World Cup
Tymoteusz Puchacz,LB,68,Union Berlin,Poland,61,59,61,https://www.futbin.com/22/player/9132/tymoteusz-puchacz,FIFA Men's World Cup
Hamadi Al Ghaddioui,ST,68,VfB Stuttgart,Germany,29,32,20,https://www.futbin.com/22/player/9231/hamadi-al-ghaddioui,FIFA Men's World Cup
Vassilios Lampropoulos,CB,68,VfL Bochum,Greece,70,70,69,https://www.futbin.com/22/player/9411/vassilios-lampropoulos,FIFA Men's World Cup
Josep Martínez Riera,GK,68,RB Leipzig,Spain,13,15,11,https://www.futbin.com/22/player/10293/josep-martinez-riera,FIFA Men's World Cup
Jamie Leweling,RW,68,Greuther Fürth,Germany,31,31,23,https://www.futbin.com/22/player/12109/jamie-leweling,FIFA Men's World Cup
Bartosz Białek,ST,68,VfL Wolfsburg,Poland,35,24,24,https://www.futbin.com/22/player/12534/bartosz-biaek,FIFA Men's World Cup
Jessic Ngankam,ST,68,Greuther Fürth,Germany,26,17,12,https://www.futbin.com/22/player/13110/jessic-ngankam,FIFA Men's World Cup
Luca Netz,LB,68,M'gladbach,Germany,64,58,63,https://www.futbin.com/22/player/13141/luca-netz,FIFA Men's World Cup
Afimico Pululu,LM,68,Greuther Fürth,Angola,26,29,21,https://www.futbin.com/22/player/22767/afimico-pululu,FIFA Men's World Cup
Delano Burgzorg,LM,68,1. FSV Mainz 05,Netherlands,36,35,34,https://www.futbin.com/22/player/24281/delano-burgzorg,FIFA Men's World Cup
Joshua Zirkzee,ST,68,FC Bayern,Netherlands,18,10,14,https://www.futbin.com/22/player/26379/joshua-zirkzee,FIFA Men's World Cup
Finn Ole Becker,CM,68,TSG Hoffenheim,Germany,53,48,45,https://www.futbin.com/22/player/26457/finn-ole-becker,FIFA Men's World Cup
Jessic Ngankam,ST,68,Hertha Berlin,Germany,26,17,12,https://www.futbin.com/22/player/26547/jessic-ngankam,FIFA Men's World Cup
Christian Gebauer,LM,68,Bielefeld,Austria,49,44,55,https://www.futbin.com/22/player/26750/christian-gebauer,FIFA Men's World Cup
Ragnar Ache,ST,68,Greuther Fürth,Germany,28,31,17,https://www.futbin.com/22/player/26868/ragnar-ache,FIFA Men's World Cup
Bartol Franjic,CDM,68,VfL Wolfsburg,Croatia,65,65,70,https://www.futbin.com/22/player/27279/bartol-franjic,FIFA Men's World Cup
Miloš Pantovic,RM,68,Union Berlin,Serbia,39,40,29,https://www.futbin.com/22/player/27312/milos-pantovic,FIFA Men's World Cup
Jamie Leweling,RW,68,Union Berlin,Germany,31,31,23,https://www.futbin.com/22/player/27315/jamie-leweling,FIFA Men's World Cup
Yussif Raman Chibsah,CDM,67,VfL Bochum,Ghana,64,61,64,https://www.futbin.com/22/player/3865/yussif-raman-chibsah,FIFA Men's World Cup
Jakob Busk,GK,67,Union Berlin,Denmark,16,14,29,https://www.futbin.com/22/player/4258/jakob-busk,FIFA Men's World Cup
Saulo Decarli,CB,67,VfL Bochum,Switzerland,67,62,71,https://www.futbin.com/22/player/4804/saulo-decarli,FIFA Men's World Cup
Suleiman Abdullahi,ST,67,Union Berlin,Nigeria,20,14,17,https://www.futbin.com/22/player/6862/suleiman-abdullahi,FIFA Men's World Cup
Andi Zeqiri,ST,67,FC Augsburg,Switzerland,22,22,18,https://www.futbin.com/22/player/8235/andi-zeqiri,FIFA Men's World Cup
Nils Seufert,CM,67,Greuther Fürth,Germany,61,63,57,https://www.futbin.com/22/player/8285/nils-seufert,FIFA Men's World Cup
Bryan Lasme,ST,67,Bielefeld,France,24,34,14,https://www.futbin.com/22/player/8873/bryan-lasme,FIFA Men's World Cup
Nikolas Nartey,CM,67,VfB Stuttgart,Denmark,62,64,59,https://www.futbin.com/22/player/9079/nikolas-nartey,FIFA Men's World Cup
Roberto Massimo,RM,67,VfB Stuttgart,Germany,53,59,44,https://www.futbin.com/22/player/9852/roberto-massimo,FIFA Men's World Cup
Aster Vranckx,CM,67,VfL Wolfsburg,Belgium,60,57,58,https://www.futbin.com/22/player/12006/aster-vranckx,FIFA Men's World Cup
Enzo Millot,CAM,67,VfB Stuttgart,France,52,49,57,https://www.futbin.com/22/player/12064/enzo-millot,FIFA Men's World Cup
Patrick Wimmer,RM,67,Bielefeld,Austria,44,48,44,https://www.futbin.com/22/player/12582/patrick-wimmer,FIFA Men's World Cup
Dickson Abiama,ST,67,Greuther Fürth,Nigeria,22,24,17,https://www.futbin.com/22/player/13253/dickson-abiama,FIFA Men's World Cup
Ansgar Knauff,RM,67,Dortmund,Germany,35,39,37,https://www.futbin.com/22/player/13348/ansgar-knauff,FIFA Men's World Cup
Sava-Arangel Čestić,CB,67,1. FC Köln,Germany,68,67,66,https://www.futbin.com/22/player/13678/sava-arangel-cestic,FIFA Men's World Cup
Marco John,LWB,67,TSG Hoffenheim,Germany,58,60,63,https://www.futbin.com/22/player/13828/marco-john,FIFA Men's World Cup
Angelo Stiller,CDM,67,TSG Hoffenheim,Germany,60,57,55,https://www.futbin.com/22/player/19841/angelo-stiller,FIFA Men's World Cup
Ansgar Knauff,RM,67,Frankfurt,Germany,35,39,37,https://www.futbin.com/22/player/23578/ansgar-knauff,FIFA Men's World Cup
Darko Churlinov,LM,67,VfB Stuttgart,FYR Macedonia,31,28,20,https://www.futbin.com/22/player/26562/darko-churlinov,FIFA Men's World Cup
Maurice Malone,LM,67,FC Augsburg,Germany,31,25,28,https://www.futbin.com/22/player/26563/maurice-malone,FIFA Men's World Cup
Felix Götze,CDM,67,FC Augsburg,Germany,66,65,65,https://www.futbin.com/22/player/26567/felix-gotze,FIFA Men's World Cup
Jakub Kaminski,LM,67,VfL Wolfsburg,Poland,47,44,51,https://www.futbin.com/22/player/27281/jakub-kaminski,FIFA Men's World Cup
Patrick Wimmer,RM,67,VfL Wolfsburg,Austria,44,48,44,https://www.futbin.com/22/player/27283/patrick-wimmer,FIFA Men's World Cup
Jens Grahl,GK,66,Frankfurt,Germany,17,20,23,https://www.futbin.com/22/player/1779/jens-grahl,FIFA Men's World Cup
Niklas Lomb,GK,66,Leverkusen,Germany,15,16,17,https://www.futbin.com/22/player/4311/niklas-lomb,FIFA Men's World Cup
Nathan De Medina,CB,66,Bielefeld,Belgium,65,62,61,https://www.futbin.com/22/player/7125/nathan-de-medina,FIFA Men's World Cup
Christian Früchtl,GK,66,FC Bayern,Germany,12,16,11,https://www.futbin.com/22/player/8374/christian-fruchtl,FIFA Men's World Cup
Steffen Tigges,ST,66,Dortmund,Germany,42,39,38,https://www.futbin.com/22/player/9129/steffen-tigges,FIFA Men's World Cup
Clinton Mola,LB,66,VfB Stuttgart,England,62,58,66,https://www.futbin.com/22/player/10978/clinton-mola,FIFA Men's World Cup
George Bello,LB,66,Bielefeld,United States,60,63,53,https://www.futbin.com/22/player/24088/george-bello,FIFA Men's World Cup
Steffen Tigges,ST,66,1. FC Köln,Germany,42,39,38,https://www.futbin.com/22/player/26627/steffen-tigges,FIFA Men's World Cup
Jordi Osei-Tutu,RB,66,VfL Bochum,England,60,59,60,https://www.futbin.com/22/player/26796/jordi-osei-tutu,FIFA Men's World Cup
Kilian Fischer,RB,66,VfL Wolfsburg,Germany,62,62,63,https://www.futbin.com/22/player/27285/kilian-fischer,FIFA Men's World Cup
Tom Weilandt,LM,65,VfL Bochum,Germany,39,36,38,https://www.futbin.com/22/player/3634/tom-weilandt,FIFA Men's World Cup
Marvin Stefaniak,CAM,65,VfL Wolfsburg,Germany,29,30,27,https://www.futbin.com/22/player/5228/marvin-stefaniak,FIFA Men's World Cup
Emil Berggreen,ST,65,Greuther Fürth,Denmark,30,25,26,https://www.futbin.com/22/player/6127/emil-berggreen,FIFA Men's World Cup
Timothy Tillman,CM,65,Greuther Fürth,Germany,35,28,46,https://www.futbin.com/22/player/9509/timothy-tillman,FIFA Men's World Cup
Oliver Batista Meier,CAM,65,FC Bayern,Germany,29,36,19,https://www.futbin.com/22/player/10477/oliver-batista-meier,FIFA Men's World Cup
Tarsis Bonga,RM,65,VfL Bochum,Germany,32,37,20,https://www.futbin.com/22/player/10495/tarsis-bonga,FIFA Men's World Cup
Dennis Jastrzembski,LM,65,Hertha Berlin,Poland,35,42,13,https://www.futbin.com/22/player/10606/dennis-jastrzembski,FIFA Men's World Cup
Georginio Rutter,ST,65,TSG Hoffenheim,France,23,17,12,https://www.futbin.com/22/player/10876/georginio-rutter,FIFA Men's World Cup
Tobias Raschl,CM,65,Dortmund,Germany,55,56,60,https://www.futbin.com/22/player/11389/tobias-raschl,FIFA Men's World Cup
Yannik Keitel,CDM,65,SC Freiburg,Germany,62,55,59,https://www.futbin.com/22/player/13017/yannik-keitel,FIFA Men's World Cup
Tobias Raschl,CM,65,Greuther Fürth,Germany,55,56,60,https://www.futbin.com/22/player/24122/tobias-raschl,FIFA Men's World Cup
Eric Martel,CDM,65,1. FC Köln,Germany,65,63,62,https://www.futbin.com/22/player/26632/eric-martel,FIFA Men's World Cup
Moritz Nicolas,GK,65,M'gladbach,Germany,14,10,15,https://www.futbin.com/22/player/27413/moritz-nicolas,FIFA Men's World Cup
Soma Novothny,ST,64,VfL Bochum,Hungary,27,26,21,https://www.futbin.com/22/player/4058/soma-novothny,FIFA Men's World Cup
Melayro Bogarde,CB,64,TSG Hoffenheim,Netherlands,66,67,69,https://www.futbin.com/22/player/13097/melayro-bogarde,FIFA Men's World Cup
Paul Nebel,RM,64,1. FSV Mainz 05,Germany,27,23,21,https://www.futbin.com/22/player/13219/paul-nebel,FIFA Men's World Cup
Wahid Faghir,ST,64,VfB Stuttgart,Denmark,22,15,19,https://www.futbin.com/22/player/13312/wahid-faghir,FIFA Men's World Cup
Abdourahmane Barry,CB,64,Greuther Fürth,France,65,59,63,https://www.futbin.com/22/player/13616/abdourahmane-barry,FIFA Men's World Cup
Naouirou Ahamada,CM,64,VfB Stuttgart,France,56,50,55,https://www.futbin.com/22/player/13754/naouirou-ahamada,FIFA Men's World Cup
Ricardo Pepi,ST,64,FC Augsburg,United States,34,34,30,https://www.futbin.com/22/player/22681/ricardo-pepi,FIFA Men's World Cup
Kélian Nsona,LW,64,Hertha Berlin,France,26,20,24,https://www.futbin.com/22/player/24268/kelian-nsona,FIFA Men's World Cup
Frederik Jäkel,CB,64,Bielefeld,Germany,64,60,61,https://www.futbin.com/22/player/26755/frederik-jakel,FIFA Men's World Cup
Luca Unbehaun,GK,64,Dortmund,Germany,10,8,13,https://www.futbin.com/22/player/27378/luca-unbehaun,FIFA Men's World Cup
Rocco Reitz,CM,64,M'gladbach,Germany,54,50,50,https://www.futbin.com/22/player/27414/rocco-reitz,FIFA Men's World Cup
Silvan Sidler,RB,64,Bielefeld,Switzerland,61,61,60,https://www.futbin.com/22/player/27466/silvan-sidler,FIFA Men's World Cup
Robin Kehr,LM,63,Greuther Fürth,Germany,27,24,20,https://www.futbin.com/22/player/10190/robin-kehr,FIFA Men's World Cup
Jan Olschowsky,GK,63,M'gladbach,Germany,13,18,11,https://www.futbin.com/22/player/13280/jan-olschowsky,FIFA Men's World Cup
Mika Schroers,LM,63,M'gladbach,Germany,37,38,40,https://www.futbin.com/22/player/13432/mika-schroers,FIFA Men's World Cup
Nishan Burkart,ST,63,SC Freiburg,Switzerland,27,36,15,https://www.futbin.com/22/player/19716/nishan-burkart,FIFA Men's World Cup
Josip Stanišić,RWB,63,FC Bayern,Germany,64,63,63,https://www.futbin.com/22/player/19840/josip-stanisic,FIFA Men's World Cup
Ömer Beyaz,CAM,63,VfB Stuttgart,Türkiye,47,47,31,https://www.futbin.com/22/player/20041/omer-beyaz,FIFA Men's World Cup
Sander Christiansen,CM,63,M'gladbach,Norway,56,53,50,https://www.futbin.com/22/player/20192/sander-christiansen,FIFA Men's World Cup
Kimberly Ezekwem,CB,63,SC Freiburg,Germany,62,63,58,https://www.futbin.com/22/player/20943/kimberly-ezekwem,FIFA Men's World Cup
Noah Weißhaupt,LM,63,SC Freiburg,Germany,32,27,30,https://www.futbin.com/22/player/20951/noah-weihaupt,FIFA Men's World Cup
Anselmo Garcia MacNulty,CB,63,VfL Wolfsburg,Republic of Ireland,64,60,59,https://www.futbin.com/22/player/21044/anselmo-garcia-macnulty,FIFA Men's World Cup
Jordi Bongard,CB,63,M'gladbach,Germany,63,57,63,https://www.futbin.com/22/player/21219/jordi-bongard,FIFA Men's World Cup
Justin Che,RB,63,TSG Hoffenheim,United States,60,57,61,https://www.futbin.com/22/player/23573/justin-che,FIFA Men's World Cup
Ali Akman,ST,63,Frankfurt,Türkiye,21,21,18,https://www.futbin.com/22/player/26516/ali-akman,FIFA Men's World Cup
Ayman Azhil,CDM,63,Leverkusen,Germany,59,65,55,https://www.futbin.com/22/player/27396/ayman-azhil,FIFA Men's World Cup
Maxime Awoudja,CB,63,VfB Stuttgart,Germany,60,55,57,https://www.futbin.com/22/player/27430/maxime-awoudja,FIFA Men's World Cup
Niklas Klinger,GK,62,VfL Wolfsburg,Germany,10,10,10,https://www.futbin.com/22/player/7944/niklas-klinger,FIFA Men's World Cup
Mamadou Doucouré,CB,62,M'gladbach,France,62,63,58,https://www.futbin.com/22/player/8044/mamadou-doucoure,FIFA Men's World Cup
Keanan Bennetts,RM,62,M'gladbach,England,41,31,41,https://www.futbin.com/22/player/9694/keanan-bennetts,FIFA Men's World Cup
Simon Asta,RB,62,Greuther Fürth,Germany,60,58,60,https://www.futbin.com/22/player/10169/simon-asta,FIFA Men's World Cup
Joe Scally,RB,62,M'gladbach,United States,54,55,53,https://www.futbin.com/22/player/10246/joe-scally,FIFA Men's World Cup
Frederik Winther,CB,62,FC Augsburg,Denmark,62,63,62,https://www.futbin.com/22/player/10288/frederik-winther,FIFA Men's World Cup
Felix Nmecha,CAM,62,VfL Wolfsburg,England,45,47,40,https://www.futbin.com/22/player/11174/felix-nmecha,FIFA Men's World Cup
Diant Ramaj,GK,62,Frankfurt,Germany,10,9,12,https://www.futbin.com/22/player/11581/diant-ramaj,FIFA Men's World Cup
Laurenz Dehl,CAM,62,Union Berlin,Germany,44,50,33,https://www.futbin.com/22/player/11810/laurenz-dehl,FIFA Men's World Cup
Tim Lemperle,RM,62,1. FC Köln,Germany,31,30,27,https://www.futbin.com/22/player/13103/tim-lemperle,FIFA Men's World Cup
Kaan Kurt,RB,62,M'gladbach,Germany,59,57,58,https://www.futbin.com/22/player/13137/kaan-kurt,FIFA Men's World Cup
Hiroki Ito,CB,62,VfB Stuttgart,Japan,61,63,58,https://www.futbin.com/22/player/18100/hiroki-ito,FIFA Men's World Cup
Conor Noß,CAM,62,M'gladbach,Republic of Ireland,31,21,29,https://www.futbin.com/22/player/19956/conor-no,FIFA Men's World Cup
Jonas Kersken,GK,62,M'gladbach,Germany,10,10,10,https://www.futbin.com/22/player/20191/jonas-kersken,FIFA Men's World Cup
Kevin Schade,RM,62,SC Freiburg,Germany,23,17,23,https://www.futbin.com/22/player/20534/kevin-schade,FIFA Men's World Cup
Kiliann Sildillia,CB,62,SC Freiburg,France,62,59,58,https://www.futbin.com/22/player/20535/kiliann-sildillia,FIFA Men's World Cup
Fabio Blanco Gómez,RW,62,Frankfurt,Spain,28,28,20,https://www.futbin.com/22/player/21082/fabio-blanco-gomez,FIFA Men's World Cup
Kevin Schade,RM,62,SC Freiburg,Germany,23,17,23,https://www.futbin.com/22/player/25376/kevin-schade,FIFA Men's World Cup
Tim Maciejewski,RW,62,Union Berlin,Germany,27,27,22,https://www.futbin.com/22/player/27449/tim-maciejewski,FIFA Men's World Cup
Marius Funk,GK,61,Greuther Fürth,Germany,12,15,14,https://www.futbin.com/22/player/8279/marius-funk,FIFA Men's World Cup
Erhan Mašović,CDM,61,VfL Bochum,Serbia,61,60,59,https://www.futbin.com/22/player/9089/erhan-masovic,FIFA Men's World Cup
Torben Müsel,ST,61,M'gladbach,Germany,28,23,28,https://www.futbin.com/22/player/9362/torben-musel,FIFA Men's World Cup
Jacob Italiano,LM,61,M'gladbach,Australia,46,39,41,https://www.futbin.com/22/player/18287/jacob-italiano,FIFA Men's World Cup
Tomas Ostrak,RM,61,1. FC Köln,Czechia,53,50,45,https://www.futbin.com/22/player/18451/tomas-ostrak,FIFA Men's World Cup
Florian Palmowski,GK,61,Hertha Berlin,Germany,14,11,12,https://www.futbin.com/22/player/20201/florian-palmowski,FIFA Men's World Cup
Tim Civeja,CM,61,FC Augsburg,Germany,49,48,47,https://www.futbin.com/22/player/20418/tim-civeja,FIFA Men's World Cup
Soumaila Coulibaly,CB,61,Dortmund,France,59,54,52,https://www.futbin.com/22/player/20639/soumaila-coulibaly,FIFA Men's World Cup
Noah Atubolu,GK,61,SC Freiburg,Germany,12,12,13,https://www.futbin.com/22/player/20940/noah-atubolu,FIFA Men's World Cup
Dominik Marx,CDM,61,VfL Wolfsburg,Germany,58,62,62,https://www.futbin.com/22/player/21711/marx,FIFA Men's World Cup
Malik Tillman,ST,61,FC Bayern,Germany,18,12,14,https://www.futbin.com/22/player/24809/malik-tillman,FIFA Men's World Cup
Noah Ohio,ST,61,RB Leipzig,England,25,20,20,https://www.futbin.com/22/player/27392/noah-ohio,FIFA Men's World Cup
Ilay Elmkies,CM,61,TSG Hoffenheim,Israel,56,60,60,https://www.futbin.com/22/player/27401/ilay-elmkies,FIFA Men's World Cup
Lukas Petkov,CM,61,FC Augsburg,Germany,51,52,43,https://www.futbin.com/22/player/27429/lukas-petkov,FIFA Men's World Cup
